322206	9032	738
316817	8892	768
316035	8889	750
319642	8891	685
319748	9022	715
317803	8963	674
315998	8900	726
315241	8791	770
319096	8972	710
321091	9322	742
325327	9128	741
323493	9150	756
318808	9169	748
319629	9096	742
319248	9143	730
319752	8986	702
312059	8843	665
316394	9106	746
318890	8978	743
320725	9095	715
319476	8934	709
322378	9112	753
320337	9032	695
320337	9032	695
322311	9071	704
325136	9060	724
325371	9065	752
327936	9107	778
320677	9076	684
319712	9047	752
