320098	9494	778
323616	9519	762
323616	9519	762
314304	9368	738
323575	9318	757
323364	9577	756
327404	9728	778
310707	9157	784
320799	9515	781
317812	9463	770
317595	9273	742
314816	9181	747
310478	9407	770
310698	9233	752
314669	9323	764
308885	9274	735
308645	9141	735
314414	9447	748
315532	9455	740
314175	9263	766
316074	9246	749
309401	9364	729
307486	9252	734
315407	9484	737
320913	9337	749
320913	9337	749
315308	9281	708
317683	9295	767
333366	9652	777
334229	9683	728
